client,time,,,
Client 01,0.001315000001341,,,
Client 01,0.001718000043184,,,
Client 01,0.002251000027172,,Media:,
Client 01,0.00254000001587,,2.40047240671682,seconds
Client 01,0.002933000039775,,,
Client 01,0.003304000012577,,Desvio PadraŞo,
Client 01,0.003645999997389,,1.46053679813668,seconds
Client 01,0.004254000028595,,,
Client 01,0.004539000045042,,,
Client 01,0.004837000044063,,,
Client 01,0.005299000011291,,,
Client 01,0.005651000014041,,,
Client 01,0.005998000036925,,,
Client 01,0.006361000007018,,,
Client 01,0.006771999993362,,,
Client 01,0.007180000015069,,,
Client 01,0.007532000017818,,,
Client 01,0.007740000030026,,,
Client 01,0.008367000031285,,,
Client 01,0.008888999989722,,,
Client 01,0.009106000012252,,,
Client 01,0.009377999987919,,,
Client 01,0.009588000015356,,,
Client 01,0.010019000037573,,,
Client 01,0.010822999989614,,,
Client 01,0.011444000003394,,,
Client 01,0.01175400003558,,,
Client 01,0.012091999989934,,,
Client 01,0.012388000031933,,,
Client 01,0.012786000035703,,,
Client 01,0.013101999997161,,,
Client 01,0.013571000017691,,,
Client 01,0.013896999997087,,,
Client 01,0.014319000008982,,,
Client 01,0.014689000032377,,,
Client 01,0.015264000045136,,,
Client 01,0.015506000025198,,,
Client 01,0.015728000027593,,,
Client 01,0.016191000002436,,,
Client 01,0.016996000020299,,,
Client 01,0.017363000020851,,,
Client 01,0.017980000004172,,,
Client 01,0.018419000029098,,,
Client 01,0.018815000017639,,,
Client 01,0.019023000029847,,,
Client 01,0.019348000001628,,,
Client 01,0.019547000003513,,,
Client 01,0.019971000030637,,,
Client 01,0.020308000035584,,,
Client 01,0.020618000009563,,,
Client 01,0.020873000030406,,,
Client 01,0.021092000009958,,,
Client 01,0.021435000002384,,,
Client 01,0.021636000019498,,,
Client 01,0.021860000037123,,,
Client 01,0.022143999987748,,,
Client 01,0.022591000015382,,,
Client 01,0.022896000009496,,,
Client 01,0.023772999993526,,,
Client 01,0.024319000018295,,,
Client 01,0.025405000022147,,,
Client 01,0.026409999991302,,,
Client 01,0.027066999988165,,,
Client 01,0.027409000031184,,,
Client 01,0.027844000025652,,,
Client 01,0.028130999999121,,,
Client 01,0.028824000037275,,,
Client 01,0.029352999990806,,,
Client 01,0.029844000004232,,,
Client 01,0.030261000036262,,,
Client 01,0.030794000020251,,,
Client 01,0.03099400002975,,,
Client 01,0.031455999996979,,,
Client 01,0.031989999988582,,,
Client 01,0.032393000030425,,,
Client 01,0.032680000003893,,,
Client 01,0.032959000032861,,,
Client 01,0.033205000043381,,,
Client 01,0.033561000018381,,,
Client 01,0.034061000042129,,,
Client 01,0.034441000025254,,,
Client 01,0.034678000025451,,,
Client 01,0.035078999993857,,,
Client 01,0.035471000010148,,,
Client 01,0.03588400001172,,,
Client 01,0.03613000002224,,,
Client 01,0.036447999998927,,,
Client 01,0.036765000026208,,,
Client 01,0.037148000032175,,,
Client 01,0.037715999991633,,,
Client 01,0.038089000037871,,,
Client 01,0.038478000031319,,,
Client 01,0.038786999997683,,,
Client 01,0.039086000004318,,,
Client 01,0.039504999993369,,,
Client 01,0.039962999988347,,,
Client 01,0.040495000022929,,,
Client 01,0.040964999992866,,,
Client 01,0.041496000019834,,,
Client 01,0.042126999993343,,,
Client 01,0.042768999992404,,,
Client 01,0.043523000029381,,,
Client 01,0.044116000004578,,,
Client 01,0.044671000039671,,,
Client 01,0.045624000020325,,,
Client 01,0.046142000006512,,,
Client 01,0.047500999993645,,,
Client 01,0.047978000016883,,,
Client 01,0.04824000003282,,,
Client 01,0.048606000025757,,,
Client 01,0.048897000029683,,,
Client 01,0.049272000032943,,,
Client 01,0.049568000016734,,,
Client 01,0.049885999993421,,,
Client 01,0.050226000021212,,,
Client 01,0.050525000027847,,,
Client 01,0.050734999997076,,,
Client 01,0.053554000041913,,,
Client 01,0.053894000011496,,,
Client 01,0.054332000028808,,,
Client 01,0.054563999990933,,,
Client 01,0.054917000001296,,,
Client 01,0.055259999993723,,,
Client 01,0.055539000022691,,,
Client 01,0.055851000011899,,,
Client 01,0.056128000025638,,,
Client 01,0.056367000041064,,,
Client 01,0.057098000019323,,,
Client 01,0.057410000008531,,,
Client 01,0.05766400002176,,,
Client 01,0.058209000038914,,,
Client 01,0.058513000025414,,,
Client 01,0.058773000026122,,,
Client 01,0.05950600001961,,,
Client 01,0.060028000036255,,,
Client 01,0.061204000026919,,,
Client 01,0.062167000025511,,,
Client 01,0.062557000026573,,,
Client 01,0.062990000005812,,,
Client 01,0.063278000045102,,,
Client 01,0.06371300003957,,,
Client 01,0.064100000017788,,,
Client 01,0.064506000024267,,,
Client 01,0.064901000005193,,,
Client 01,0.065260000003036,,,
Client 01,0.065638000029139,,,
Client 01,0.065866000019014,,,
Client 01,0.066055000002962,,,
Client 01,0.066372000030242,,,
Client 01,0.066817000042647,,,
Client 01,0.067047999997158,,,
Client 01,0.067250000021886,,,
Client 01,0.067688999988604,,,
Client 01,0.068006000015885,,,
Client 01,0.068275000026915,,,
Client 01,0.068599999998696,,,
Client 01,0.068934999988414,,,
Client 01,0.069254000030924,,,
Client 01,0.069559000025038,,,
Client 01,0.070016000012402,,,
Client 01,0.070456999994349,,,
Client 01,0.070784000039566,,,
Client 01,0.071251999994274,,,
Client 01,0.071498000004795,,,
Client 01,0.072589999996126,,,
Client 01,0.072899000020698,,,
Client 01,0.073222000035457,,,
Client 01,0.07359099999303,,,
Client 01,0.073924000025727,,,
Client 01,0.07435400004033,,,
Client 01,0.075005999999121,,,
Client 01,0.075242999999318,,,
Client 01,0.075608999992255,,,
Client 01,0.076042000029702,,,
Client 01,0.076363000029232,,,
Client 01,0.076864000002388,,,
Client 01,0.077829000016209,,,
Client 01,0.078418000019156,,,
Client 01,0.07878800004255,,,
Client 01,0.079145000025164,,,
Client 01,0.079540000006091,,,
Client 01,0.079864000028465,,,
Client 01,0.080214000015985,,,
Client 01,0.08058400003938,,,
Client 01,0.080855000007432,,,
Client 01,0.081180000037421,,,
Client 01,0.081410999991931,,,
Client 01,0.081797000020743,,,
Client 01,0.082093000004534,,,
Client 01,0.082386000023689,,,
Client 01,0.082691000017803,,,
Client 01,0.083370000007562,,,
Client 01,0.083770000026561,,,
Client 01,0.084140999999363,,,
Client 01,0.084430999995675,,,
Client 01,0.084826000034809,,,
Client 01,0.085124000033829,,,
Client 01,0.085484999988694,,,
Client 01,0.08611800003564,,,
Client 01,0.086429000017233,,,
Client 01,0.086783000035212,,,
Client 01,0.087258999992628,,,
Client 01,0.087792000034824,,,
Client 01,0.088103000016417,,,
Client 01,0.088534000038635,,,
Client 01,0.08878500002902,,,
Client 01,0.089134000008926,,,
Client 01,0.089573000033852,,,
Client 01,0.089919999998529,,,
Client 01,0.090239000041038,,,
Client 01,0.09045800002059,,,
Client 01,0.090918000030797,,,
Client 01,0.091232000035234,,,
Client 01,0.091676999989431,,,
Client 01,0.092204000044149,,,
Client 01,0.092630000028294,,,
Client 01,0.093412000045646,,,
Client 01,0.094110000005458,,,
Client 01,0.095468000043184,,,
Client 01,0.095948000031058,,,
Client 01,0.096355000045151,,,
Client 01,0.096828000037931,,,
Client 01,0.097716999996919,,,
Client 01,0.098177000007127,,,
Client 01,0.098602000041865,,,
Client 01,0.098933000001125,,,
Client 01,0.099800000025425,,,
Client 01,0.100200999993831,,,
Client 01,0.100565000029746,,,
Client 01,0.10092400002759,,,
Client 01,0.101223000034224,,,
Client 01,0.101550000021234,,,
Client 01,0.101939000014681,,,
Client 01,0.102267000009306,,,
Client 01,0.102554000040982,,,
Client 01,0.102920000033919,,,
Client 01,0.103357999993023,,,
Client 01,0.103730000031646,,,
Client 01,0.104098000039812,,,
Client 01,0.104249000025447,,,
Client 01,0.104618000041228,,,
Client 01,0.104899000027217,,,
Client 01,0.105434000026435,,,
Client 01,0.105740000028163,,,
Client 01,0.106142000004184,,,
Client 01,0.106491999991704,,,
Client 01,0.106938000011723,,,
Client 01,0.1071809999994,,,
Client 01,0.10758499999065,,,
Client 01,0.108101000019815,,,
Client 01,0.108463000040501,,,
Client 01,0.108926000015344,,,
Client 01,0.109613000007812,,,
Client 01,0.1102420000243,,,
Client 01,0.111150000011548,,,
Client 01,0.112614000041503,,,
Client 01,0.113545000029262,,,
Client 01,0.113964000018314,,,
Client 01,0.114299000008032,,,
Client 01,0.114646000030916,,,
Client 01,0.114859000022989,,,
Client 01,0.115022999991197,,,
Client 01,0.115403000032529,,,
Client 01,0.11560499999905,,,
Client 01,0.115892000030726,,,
Client 01,0.116108000045642,,,
Client 01,0.116312000027392,,,
Client 01,0.116646000009496,,,
Client 01,0.11699300003238,,,
Client 01,0.117259000020567,,,
Client 01,0.117560000042431,,,
Client 01,0.118018000037409,,,
Client 01,0.118286000040825,,,
Client 01,0.118645000038669,,,
Client 01,0.118898999993689,,,
Client 01,0.119227999995928,,,
Client 01,0.119652000023052,,,
Client 01,0.119849000009708,,,
Client 01,0.120446000015363,,,
Client 01,0.120693000033498,,,
Client 01,0.120991000032518,,,
Client 01,0.121265000023413,,,
Client 01,0.12153300002683,,,
Client 01,0.12168899999233,,,
Client 01,0.121915000025183,,,
Client 01,0.122211000008974,,,
Client 01,0.129211999999825,,,
Client 01,0.129476000030991,,,
Client 01,0.129842000023928,,,
Client 01,0.129990999994334,,,
Client 01,0.130518999998458,,,
Client 01,0.130861000041477,,,
Client 01,0.131117000011727,,,
Client 01,0.131457999988925,,,
Client 01,0.131733000045642,,,
Client 01,0.131943000014871,,,
Client 01,0.1323010000051,,,
Client 01,0.132573000038974,,,
Client 01,0.132920000003651,,,
Client 01,0.133264000003692,,,
Client 01,0.133483999990858,,,
Client 01,0.133686000015587,,,
Client 01,0.133924000023399,,,
Client 01,0.134179000044242,,,
Client 01,0.134400999988429,,,
Client 01,0.134671000007074,,,
Client 01,0.135011000034865,,,
Client 01,0.135494000045583,,,
Client 01,0.135718000004999,,,
Client 01,0.135967000038363,,,
Client 01,0.136264000029769,,,
Client 01,0.136529000010341,,,
Client 01,0.136797000013758,,,
Client 01,0.137138999998569,,,
Client 01,0.137514000001829,,,
Client 01,0.137803999998141,,,
Client 01,0.138070999993943,,,
Client 01,0.138560999999754,,,
Client 01,0.138945000013337,,,
Client 01,0.139292000036221,,,
Client 01,0.139740000013262,,,
Client 01,0.139958000043407,,,
Client 01,0.140268000017386,,,
Client 01,0.140458000008948,,,
Client 01,0.140809000004083,,,
Client 01,0.141235999995843,,,
Client 01,0.141410000040196,,,
Client 01,0.141803000005893,,,
Client 01,0.141996000020299,,,
Client 01,0.142210000019986,,,
Client 01,0.142694999987725,,,
Client 01,0.143134000012651,,,
Client 01,0.143502000020817,,,
Client 01,0.144006000016816,,,
Client 01,0.144456000009086,,,
Client 01,0.145097000000533,,,
Client 01,0.14550500002224,,,
Client 01,0.145863000012469,,,
Client 01,0.146211000042968,,,
Client 01,0.146806000033394,,,
Client 01,0.147103000024799,,,
Client 01,0.147342999989633,,,
Client 01,0.147740000043996,,,
Client 01,0.148076999990735,,,
Client 01,0.148305000038818,,,
Client 01,0.148573000042234,,,
Client 01,0.148892000026535,,,
Client 01,0.14929500001017,,,
Client 01,0.149513000040315,,,
Client 01,0.149766999995336,,,
Client 01,0.150186999992002,,,
Client 01,0.150484000041615,,,
Client 01,0.150727000029292,,,
Client 01,0.151011999987531,,,
Client 01,0.151303999999072,,,
Client 01,0.151850000023842,,,
Client 01,0.152143000042997,,,
Client 01,0.152342000044882,,,
Client 01,0.152677000034601,,,
Client 01,0.153073000023142,,,
Client 01,0.153372000029776,,,
Client 01,0.153637000010349,,,
Client 01,0.153944000019692,,,
Client 01,0.154197000025306,,,
Client 01,0.154426000022795,,,
Client 01,0.154689999995753,,,
Client 01,0.155412000021897,,,
Client 01,0.155937000003178,,,
Client 01,0.156248999992386,,,
Client 01,0.156553000037093,,,
Client 01,0.157081999990623,,,
Client 01,0.157295000040904,,,
Client 01,0.157762999995612,,,
Client 01,0.158198999997694,,,
Client 01,0.158437000005506,,,
Client 01,0.158808000036515,,,
Client 01,0.159568000002764,,,
Client 01,0.160160000028554,,,
Client 01,0.16062800004147,,,
Client 01,0.161092000023928,,,
Client 01,0.161986000020988,,,
Client 01,0.162585000041872,,,
Client 01,0.162936000037007,,,
Client 01,0.16314900002908,,,
Client 01,0.163433000037912,,,
Client 01,0.163767000020016,,,
Client 01,0.164232000010088,,,
Client 01,0.165053000033367,,,
Client 01,0.165305000031367,,,
Client 01,0.165669000009075,,,
Client 01,0.166124999988824,,,
Client 01,0.166613000037614,,,
Client 01,0.167353000026196,,,
Client 01,0.167795000015758,,,
Client 01,0.168445000017528,,,
Client 01,0.16895600000862,,,
Client 01,0.16937900002813,,,
Client 01,0.169614000013098,,,
Client 01,0.169862000038847,,,
Client 01,0.170069999992847,,,
Client 01,0.171147000044584,,,
Client 01,0.171379000006709,,,
Client 01,0.171665000030771,,,
Client 01,0.172061000019312,,,
Client 01,0.172352000023238,,,
Client 01,0.173127000045497,,,
Client 01,0.173375000013039,,,
Client 01,0.174241000029724,,,
Client 01,0.174655000038911,,,
Client 01,0.175004000018816,,,
Client 01,0.175308000005316,,,
Client 01,0.175583000003826,,,
Client 01,0.175868000020273,,,
Client 01,0.176127000013366,,,
Client 01,0.176569000002928,,,
Client 01,0.177079999994021,,,
Client 01,0.177816000010353,,,
Client 01,0.17817600001581,,,
Client 01,0.178721000032965,,,
Client 01,0.179200000013225,,,
Client 01,0.179689000011422,,,
Client 01,0.179989000025671,,,
Client 01,0.180368000001181,,,
Client 01,0.180634999996982,,,
Client 01,0.181013000023086,,,
Client 01,0.181227000022773,,,
Client 01,0.18151600001147,,,
Client 01,0.181777000019793,,,
Client 01,0.182127000007313,,,
Client 01,0.182497000030708,,,
Client 01,0.182919999992009,,,
Client 01,0.183198000013363,,,
Client 01,0.183398000022862,,,
Client 01,0.18362900003558,,,
Client 01,0.183934000029694,,,
Client 01,0.18415600003209,,,
Client 01,0.184432000038214,,,
Client 01,0.184683000028599,,,
